id,name,type,test_type_codes,test_type_labels,job_family,job_levels,industry,remote_testing,adaptive_irt,duration_minutes,description,languages,url,use_cases,keywords
466,Struts (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Struts (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring Struts New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/struts-new/,Talent Acquisition,struts (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | struts | new
467,SVAR - Spoken English (AUS),Individual Test,S,Simulations,Business,Entry-Level | Graduate | Manager,,True,False,,SVAR - Spoken English (AUS) is an SHL assessment measuring simulation work sample realistic job preview practical task performance hands-on assessment. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. simulation work sample realistic job preview practical task performance hands-on assessment entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring SVAR Spoken English AUS,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,Talent Acquisition,svar - spoken english (aus) | simulations | business | entry-level | graduate | manager | svar | spoken | english | aus
468,SVAR - Spoken English (Indian Accent)  (New),Individual Test,S,Simulations,Business,Entry-Level | Graduate | Manager,,True,False,,SVAR - Spoken English (Indian Accent)  (New) is an SHL assessment measuring simulation work sample realistic job preview practical task performance hands-on assessment. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. simulation work sample realistic job preview practical task performance hands-on assessment entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring SVAR Spoken English Indian Accent New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Talent Acquisition,svar - spoken english (indian accent)  (new) | simulations | business | entry-level | graduate | manager | svar | spoken | english | indian | accent | new
469,SVAR - Spoken English (U.K.),Individual Test,S,Simulations,Business,Entry-Level | Graduate | Manager,,True,False,,SVAR - Spoken English (U.K.) is an SHL assessment measuring simulation work sample realistic job preview practical task performance hands-on assessment. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. simulation work sample realistic job preview practical task performance hands-on assessment entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring SVAR Spoken English,English (USA) | English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,Talent Acquisition,svar - spoken english (u.k.) | simulations | business | entry-level | graduate | manager | svar | spoken | english
470,SVAR - Spoken English (US)  (New),Individual Test,S,Simulations,Business,Entry-Level | Graduate | Manager,,True,False,,SVAR - Spoken English (US)  (New) is an SHL assessment measuring simulation work sample realistic job preview practical task performance hands-on assessment. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. simulation work sample realistic job preview practical task performance hands-on assessment entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring SVAR Spoken English New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,Talent Acquisition,svar - spoken english (us)  (new) | simulations | business | entry-level | graduate | manager | svar | spoken | english | new
471,SVAR - Spoken French (Canadian) (New),Individual Test,S,Simulations,Business,Entry-Level | Graduate | Manager,,True,False,,SVAR - Spoken French (Canadian) (New) is an SHL assessment measuring simulation work sample realistic job preview practical task performance hands-on assessment. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. simulation work sample realistic job preview practical task performance hands-on assessment entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring SVAR Spoken French Canadian New,English (USA) | French | Japanese | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,Talent Acquisition,svar - spoken french (canadian) (new) | simulations | business | entry-level | graduate | manager | svar | spoken | french | canadian | new
472,SVAR - Spoken French (European) (New),Individual Test,S,Simulations,Business,Entry-Level | Graduate | Manager,,True,False,,SVAR - Spoken French (European) (New) is an SHL assessment measuring simulation work sample realistic job preview practical task performance hands-on assessment. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. simulation work sample realistic job preview practical task performance hands-on assessment entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring SVAR Spoken French European New,English (USA) | French | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,Talent Acquisition,svar - spoken french (european) (new) | simulations | business | entry-level | graduate | manager | svar | spoken | french | european | new
473,SVAR - Spoken Spanish (Castilian) (New),Individual Test,S,Simulations,Business,Entry-Level | Graduate | Manager,,True,False,,SVAR - Spoken Spanish (Castilian) (New) is an SHL assessment measuring simulation work sample realistic job preview practical task performance hands-on assessment. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. simulation work sample realistic job preview practical task performance hands-on assessment entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring SVAR Spoken Spanish Castilian New,English (USA) | Spanish | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Talent Acquisition,svar - spoken spanish (castilian) (new) | simulations | business | entry-level | graduate | manager | svar | spoken | spanish | castilian | new
474,SVAR - Spoken Spanish (North American) (New),Individual Test,S,Simulations,Business,Entry-Level | Graduate | Manager,,True,False,,SVAR - Spoken Spanish (North American) (New) is an SHL assessment measuring simulation work sample realistic job preview practical task performance hands-on assessment. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. simulation work sample realistic job preview practical task performance hands-on assessment entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring SVAR Spoken Spanish North American New,English (USA) | Spanish | Japanese | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Talent Acquisition,svar - spoken spanish (north american) (new) | simulations | business | entry-level | graduate | manager | svar | spoken | spanish | north | american | new
475,Swing (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Swing (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring Swing New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/swing-new/,Talent Acquisition,swing (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | swing | new
476,Tableau (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Tableau (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. Tableau data visualization dashboard business intelligence reporting analytics BI tool knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring Tableau New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/tableau-new/,Talent Acquisition,tableau (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | tableau | new
477,Telecommunications Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,Telecommunications,True,False,,Telecommunications Engineering (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles within Telecommunications. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring telecommunications sector assessment Telecommunications Engineering New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,Talent Acquisition,telecommunications engineering (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | supervisor | telecommunications | engineering | new
478,Teradata Development (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Teradata Development (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring Teradata Development New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/teradata-development-new/,Talent Acquisition,teradata development (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | teradata | development | new
479,Time Management (U.S.),Individual Test,K,Knowledge & Skills,Business,Entry-Level | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,Time Management (U.S.) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; front line manager people manager direct reports shift manager line manager; graduate university college degree early career campus hire new graduate trainee in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification entry level junior no experience fresh hire school leaver first job new joiner front line manager people manager direct reports shift manager line manager graduate university college degree early career campus hire new graduate trainee business professional assessment screening evaluation hiring Time Management,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/time-management-u-s/,Talent Acquisition,time management (u.s.) | knowledge & skills | business | entry-level | front line manager | graduate | manager | mid-professional | professional individual contributor | time | management
480,Training Development,Individual Test,K,Knowledge & Skills,Business,Front Line Manager | Graduate | Manager,,True,False,,Training Development is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for front line manager people manager direct reports shift manager line manager; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification front line manager people manager direct reports shift manager line manager graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring Training Development,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/training-development/,Talent Acquisition,training development | knowledge & skills | business | front line manager | graduate | manager | training | development
481,Typing (New),Individual Test,S,Simulations,Clerical,Entry-Level | Graduate | Manager,,True,False,10,Typing (New) is an SHL assessment measuring simulation work sample realistic job preview practical task performance hands-on assessment. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in clerical roles. Used for hiring screening selection evaluation recruitment. simulation work sample realistic job preview practical task performance hands-on assessment entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior clerical professional assessment screening evaluation hiring Typing New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/typing-new/,Talent Acquisition,typing (new) | simulations | clerical | entry-level | graduate | manager | typing | new
482,UiPath RPA Development (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,UiPath RPA Development (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in business roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career business professional assessment screening evaluation hiring UiPath RPA Development New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,Talent Acquisition,uipath rpa development (new) | knowledge & skills | business | graduate | manager | mid-professional | professional individual contributor | uipath | rpa | development | new
483,Universal Competency Framework Interview Guide,Individual Test,"C,P",Competencies | Personality & Behavior,Business,Director | Entry-Level | Executive | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Universal Competency Framework Interview Guide is an SHL assessment measuring competency framework behavioral competencies leadership capabilities UCF universal competency model, and personality questionnaire behavioral traits work style OPQ psychometric Big Five assessment. Suitable for director VP vice president senior director strategic leader; entry level junior no experience fresh hire school leaver first job new joiner; executive C suite CEO CFO CTO COO president board level in business roles. Used for hiring screening selection evaluation recruitment. competency framework behavioral competencies leadership capabilities UCF universal competency model personality questionnaire behavioral traits work style OPQ psychometric Big Five assessment director VP vice president senior director strategic leader entry level junior no experience fresh hire school leaver first job new joiner executive C suite CEO CFO CTO COO president board level business professional assessment screening evaluation hiring Universal Competency Framework Interview Guide",English International | German | Japanese | Portuguese | Swedish | Finnish | English (South Africa),https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,Talent Acquisition,universal competency framework interview guide | competencies | personality & behavior | business | director | entry-level | executive | front line manager | graduate | manager | mid-professional | professional individual contributor | universal | competency | framework | interview | guide
484,Universal Competency Framework Job profiling guide,Individual Test,"C,P",Competencies | Personality & Behavior,Clerical,Director | Entry-Level | Executive | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Universal Competency Framework Job profiling guide is an SHL assessment measuring competency framework behavioral competencies leadership capabilities UCF universal competency model, and personality questionnaire behavioral traits work style OPQ psychometric Big Five assessment. Suitable for director VP vice president senior director strategic leader; entry level junior no experience fresh hire school leaver first job new joiner; executive C suite CEO CFO CTO COO president board level in clerical roles. Used for hiring screening selection evaluation recruitment. competency framework behavioral competencies leadership capabilities UCF universal competency model personality questionnaire behavioral traits work style OPQ psychometric Big Five assessment director VP vice president senior director strategic leader entry level junior no experience fresh hire school leaver first job new joiner executive C suite CEO CFO CTO COO president board level clerical professional assessment screening evaluation hiring Universal Competency Framework Job profiling guide",English International | Japanese | Portuguese | English (South Africa),https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Talent Acquisition,universal competency framework job profiling guide | competencies | personality & behavior | clerical | director | entry-level | executive | front line manager | graduate | manager | mid-professional | professional individual contributor | universal | competency | framework | job | profiling | guide
485,Universal Competency Framework Profiler Cards (44),Individual Test,"C,P",Competencies | Personality & Behavior,Business,Director | Entry-Level | Executive | Front Line Manager | Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Universal Competency Framework Profiler Cards (44) is an SHL assessment measuring competency framework behavioral competencies leadership capabilities UCF universal competency model, and personality questionnaire behavioral traits work style OPQ psychometric Big Five assessment. Suitable for director VP vice president senior director strategic leader; entry level junior no experience fresh hire school leaver first job new joiner; executive C suite CEO CFO CTO COO president board level in business roles. Used for hiring screening selection evaluation recruitment. competency framework behavioral competencies leadership capabilities UCF universal competency model personality questionnaire behavioral traits work style OPQ psychometric Big Five assessment director VP vice president senior director strategic leader entry level junior no experience fresh hire school leaver first job new joiner executive C suite CEO CFO CTO COO president board level business professional assessment screening evaluation hiring Universal Competency Framework Profiler Cards",English (USA) | English International | French | German | Spanish | Dutch | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Italian | Swedish | Norwegian | Danish | Finnish | Latin American Spanish | Icelandic | Lithuanian | English (South Africa),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Talent Acquisition,universal competency framework profiler cards (44) | competencies | personality & behavior | business | director | entry-level | executive | front line manager | graduate | manager | mid-professional | professional individual contributor | universal | competency | framework | profiler | cards
486,UNIX (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,UNIX (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring UNIX New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/unix-new/,Talent Acquisition,unix (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | unix | new
487,VB.NET (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,VB.NET (New) is an SHL assessment measuring knowledge skills test technical expertise subject matter proficiency domain knowledge certification. Suitable for graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior; mid level experienced professional 3 to 8 years senior associate mid career in information technology roles. Used for hiring screening selection evaluation recruitment. .NET C# ASP.NET Core Entity Framework Microsoft Windows enterprise application developer knowledge skills test technical expertise subject matter proficiency domain knowledge certification graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior mid level experienced professional 3 to 8 years senior associate mid career information technology professional assessment screening evaluation hiring NET New,English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/vb-net-new/,Talent Acquisition,vb.net (new) | knowledge & skills | information technology | graduate | manager | mid-professional | professional individual contributor | net | new
488,Verify - Deductive Reasoning,Individual Test,A,Ability & Aptitude,Business,Director | Entry-Level | Executive | Front Line Manager | General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,True,18,Verify - Deductive Reasoning is an SHL assessment measuring cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability. Suitable for director VP vice president senior director strategic leader; entry level junior no experience fresh hire school leaver first job new joiner; executive C suite CEO CFO CTO COO president board level in business roles. Used for hiring screening selection evaluation recruitment. SHL Verify interactive cognitive ability adaptive IRT graduate professional accurate norm deductive reasoning logical argument evaluation critical thinking conclusions analyst law cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability director VP vice president senior director strategic leader entry level junior no experience fresh hire school leaver first job new joiner executive C suite CEO CFO CTO COO president board level business professional assessment screening evaluation hiring Verify Deductive Reasoning,English (USA) | English International | French | German | Spanish | Dutch | Arabic | Chinese Simplified | Chinese Traditional | Japanese | Korean | Portuguese | Portuguese (Brazil) | Russian | Italian | Swedish | Norwegian | Danish | Finnish | Polish | Turkish | Romanian | Indonesian | Thai | Latin American Spanish | Czech | French (Canada) | Greek | Hungarian | Serbian | Slovak | English (South Africa),https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Talent Acquisition,verify - deductive reasoning | ability & aptitude | business | director | entry-level | executive | front line manager | general population | graduate | manager | mid-professional | professional individual contributor | supervisor | verify | deductive | reasoning
489,Verify - Following Instructions,Individual Test,A,Ability & Aptitude,Business,Entry-Level | Graduate | Manager,,True,True,18,Verify - Following Instructions is an SHL assessment measuring cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. SHL Verify interactive cognitive ability adaptive IRT graduate professional accurate norm cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring Verify Following Instructions,English (USA) | English International | French | German | Spanish | Dutch | Arabic | Chinese Simplified | Japanese | Italian | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/verify-following-instructions/,Talent Acquisition,verify - following instructions | ability & aptitude | business | entry-level | graduate | manager | verify | following | instructions
490,Verify - G+,Individual Test,A,Ability & Aptitude,Business,Director | Entry-Level | Executive | Front Line Manager | General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,True,18,Verify - G+ is an SHL assessment measuring cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability. Suitable for director VP vice president senior director strategic leader; entry level junior no experience fresh hire school leaver first job new joiner; executive C suite CEO CFO CTO COO president board level in business roles. Used for hiring screening selection evaluation recruitment. SHL Verify interactive cognitive ability adaptive IRT graduate professional accurate norm cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability director VP vice president senior director strategic leader entry level junior no experience fresh hire school leaver first job new joiner executive C suite CEO CFO CTO COO president board level business professional assessment screening evaluation hiring Verify,English (USA) | English International | French | German | Spanish | Dutch | Arabic | Chinese Simplified | Chinese Traditional | Japanese | Korean | Portuguese | Portuguese (Brazil) | Russian | Italian | Swedish | Norwegian | Danish | Finnish | Polish | Turkish | Romanian | Indonesian | Thai | Vietnamese | Latin American Spanish | Czech | French (Canada) | Greek | Hungarian | Serbian | Slovak | English (South Africa),https://www.shl.com/products/product-catalog/view/verify-g/,Talent Acquisition,verify - g+ | ability & aptitude | business | director | entry-level | executive | front line manager | general population | graduate | manager | mid-professional | professional individual contributor | supervisor | verify
491,Verify - General Ability Screen,Individual Test,A,Ability & Aptitude,Business,Entry-Level | Graduate | Manager,,True,True,18,Verify - General Ability Screen is an SHL assessment measuring cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability. Suitable for entry level junior no experience fresh hire school leaver first job new joiner; graduate university college degree early career campus hire new graduate trainee; manager department head unit manager people management mid to senior in business roles. Used for hiring screening selection evaluation recruitment. SHL Verify interactive cognitive ability adaptive IRT graduate professional accurate norm cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability entry level junior no experience fresh hire school leaver first job new joiner graduate university college degree early career campus hire new graduate trainee manager department head unit manager people management mid to senior business professional assessment screening evaluation hiring Verify General Ability Screen,English (USA) | English International | French | German | Spanish | Dutch | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Turkish | Latin American Spanish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,Talent Acquisition,verify - general ability screen | ability & aptitude | business | entry-level | graduate | manager | verify | general | ability | screen
492,Verify - Inductive Reasoning (2014),Individual Test,A,Ability & Aptitude,Business,Director | Entry-Level | Executive | Front Line Manager | General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,True,18,Verify - Inductive Reasoning (2014) is an SHL assessment measuring cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability. Suitable for director VP vice president senior director strategic leader; entry level junior no experience fresh hire school leaver first job new joiner; executive C suite CEO CFO CTO COO president board level in business roles. Used for hiring screening selection evaluation recruitment. SHL Verify interactive cognitive ability adaptive IRT graduate professional accurate norm inductive reasoning abstract patterns fluid intelligence matrices logical thinking graduate cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability director VP vice president senior director strategic leader entry level junior no experience fresh hire school leaver first job new joiner executive C suite CEO CFO CTO COO president board level business professional assessment screening evaluation hiring Verify Inductive Reasoning 2014,English (USA) | English International | French | German | Spanish | Dutch | Arabic | Chinese Simplified | Chinese Traditional | Japanese | Korean | Portuguese | Portuguese (Brazil) | Russian | Italian | Swedish | Norwegian | Danish | Finnish | Polish | Turkish | Romanian | Indonesian | Thai | Latin American Spanish | Czech | French (Canada) | Greek | Hungarian | Serbian | Slovak | English (South Africa),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,Talent Acquisition,verify - inductive reasoning (2014) | ability & aptitude | business | director | entry-level | executive | front line manager | general population | graduate | manager | mid-professional | professional individual contributor | supervisor | verify | inductive | reasoning | 2014
493,Verify - Numerical Ability,Individual Test,A,Ability & Aptitude,Business,Director | Entry-Level | Executive | Front Line Manager | General Population | Graduate | Manager | Mid-Professional | Professional Individual Contributor | Supervisor,,True,True,18,Verify - Numerical Ability is an SHL assessment measuring cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability. Suitable for director VP vice president senior director strategic leader; entry level junior no experience fresh hire school leaver first job new joiner; executive C suite CEO CFO CTO COO president board level in business roles. Used for hiring screening selection evaluation recruitment. SHL Verify interactive cognitive ability adaptive IRT graduate professional accurate norm cognitive ability aptitude reasoning analytical thinking intelligence problem solving general mental ability director VP vice president senior director strategic leader entry level junior no experience fresh hire school leaver first job new joiner executive C suite CEO CFO CTO COO president board level business professional assessment screening evaluation hiring Verify Numerical Ability,English (USA) | English International | French | German | Spanish | Dutch | Arabic | Chinese Simplified | Chinese Traditional | Japanese | Korean | Portuguese | Portuguese (Brazil) | Russian | Italian | Swedish | Norwegian | Danish | Finnish | Polish | Turkish | Romanian | Indonesian | Thai | Latin American Spanish | Czech | French (Canada) | Greek | Hungarian | Serbian | Slovak | English (South Africa),https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,Talent Acquisition,verify - numerical ability | ability & aptitude | business | director | entry-level | executive | front line manager | general population | graduate | manager | mid-professional | professional individual contributor | supervisor | verify | numerical | ability
