id,name,type,test_type_codes,test_type_labels,job_family,job_levels,industry,remote_testing,adaptive_irt,duration_minutes,description,languages,url,use_cases,keywords,job_family_id,job_level_ids,sub_industry_ids,skill_ids,cognitive_domain_ids,ucf_competency_cluster_ids,delivery_proctoring_id,delivery_bandwidth_id,delivery_device_ids,accessibility_flags,confidence_score,confidence_band,schema_version,effective_from,valid_until,lifecycle_status,gdpr_compliant,bias_audit_required,right_to_explanation
382,Oracle DBA (Advanced Level) (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Oracle DBA (Advanced Level) (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,Talent Acquisition,oracle dba (advanced level) (new) | knowledge & skills | information technology | oracle | advanced | level,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
383,Oracle DBA (Entry Level) (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Oracle DBA (Entry Level) (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,Talent Acquisition,oracle dba (entry level) (new) | knowledge & skills | information technology | oracle | entry | level,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
384,Oracle PL/SQL (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Oracle PL/SQL (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,Talent Acquisition,oracle pl/sql (new) | knowledge & skills | information technology | oracle,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
385,Oracle WebLogic Server (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Oracle WebLogic Server (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,Talent Acquisition,oracle weblogic server (new) | knowledge & skills | information technology | oracle | weblogic | server,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
386,Organic Chemistry (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Organic Chemistry (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,Talent Acquisition,organic chemistry (new) | knowledge & skills | business | organic | chemistry,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
387,Paint Technology (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Paint Technology (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/paint-technology-new/,Talent Acquisition,paint technology (new) | knowledge & skills | business | paint | technology,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
388,Pediatrics (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Pediatrics (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/pediatrics-new/,Talent Acquisition,pediatrics (new) | knowledge & skills | business | pediatrics,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
389,Pega Development (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Pega Development (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/pega-development-new/,Talent Acquisition | Talent Management,pega development (new) | knowledge & skills | business | pega | development,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
390,Perl (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Perl (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/perl-new/,Talent Acquisition,perl (new) | knowledge & skills | information technology | perl,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
391,Petrochemical Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Petrochemical Engineering (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,Talent Acquisition,petrochemical engineering (new) | knowledge & skills | business | petrochemical | engineering,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
392,Petroleum Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,Oil & Gas,True,False,,"Petroleum Engineering (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,Talent Acquisition,petroleum engineering (new) | knowledge & skills | business | petroleum | engineering,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_OGS_UPS_001|IND_OGS_DWN_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
393,Pharmaceutical Analysis (New),Individual Test,K,Knowledge & Skills,Healthcare,Graduate | Manager | Mid-Professional | Professional Individual Contributor,Healthcare,True,False,,"Pharmaceutical Analysis (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Healthcare roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,Talent Acquisition,pharmaceutical analysis (new) | knowledge & skills | healthcare | pharmaceutical | analysis,JF_HC_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_HLT_HOS_001|IND_HLT_PHA_001,SKL_SOFT_EMP_001|SKL_SOFT_COM_001|SKL_SOFT_CRT_001|SKL_BUS_RSK_001,COG_LRN_001|COG_SPD_001,CL_SC_001|CL_AI_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
394,Pharmaceutical Chemistry (New),Individual Test,K,Knowledge & Skills,Healthcare,Graduate | Manager | Mid-Professional | Professional Individual Contributor,Healthcare,True,False,,"Pharmaceutical Chemistry (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Healthcare roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,Talent Acquisition,pharmaceutical chemistry (new) | knowledge & skills | healthcare | pharmaceutical | chemistry,JF_HC_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_HLT_HOS_001|IND_HLT_PHA_001,SKL_SOFT_EMP_001|SKL_SOFT_COM_001|SKL_SOFT_CRT_001|SKL_BUS_RSK_001,COG_LRN_001|COG_SPD_001,CL_SC_001|CL_AI_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
395,Pharmaceutical Science (New),Individual Test,K,Knowledge & Skills,Healthcare,Graduate | Manager | Mid-Professional | Professional Individual Contributor,Healthcare,True,False,,"Pharmaceutical Science (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Healthcare roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,Talent Acquisition,pharmaceutical science (new) | knowledge & skills | healthcare | pharmaceutical | science,JF_HC_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_HLT_HOS_001|IND_HLT_PHA_001,SKL_SOFT_EMP_001|SKL_SOFT_COM_001|SKL_SOFT_CRT_001|SKL_BUS_RSK_001,COG_LRN_001|COG_SPD_001,CL_SC_001|CL_AI_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
396,Pharmaceutics (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Pharmaceutics (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,Talent Acquisition,pharmaceutics (new) | knowledge & skills | business | pharmaceutics,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
397,Pharmacology (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Pharmacology (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/pharmacology-new/,Talent Acquisition,pharmacology (new) | knowledge & skills | business | pharmacology,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
398,PHP (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"PHP (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/php-new/,Talent Acquisition,php (new) | knowledge & skills | information technology,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
399,PJM Development Report,Individual Test,"C,A,P",Competencies | Ability & Aptitude | Personality & Behavior,Business,Graduate | Manager | Mid-Professional,,True,False,60.0,"PJM Development Report is an individual SHL assessment measuring Competencies and Ability & Aptitude and Personality & Behavior. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | English International | French | Spanish | Japanese | Portuguese | Portuguese (Brazil) | Italian | Latin American Spanish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/pjm-development-report/,Talent Acquisition | Talent Management,pjm development report | competencies | ability & aptitude | personality & behavior | business | development | report,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.87,HIGH,2.0,2026-03-01,,active,True,True,True
400,PJM Selection Report,Individual Test,"A,C,P",Ability & Aptitude | Competencies | Personality & Behavior,Business,Graduate | Manager | Mid-Professional,,True,False,,"PJM Selection Report is an individual SHL assessment measuring Ability & Aptitude and Competencies and Personality & Behavior. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | English International | French | Spanish | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Italian | Latin American Spanish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/pjm-selection-report/,Talent Acquisition,pjm selection report | ability & aptitude | competencies | personality & behavior | business | selection | report,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
401,Polymer Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Polymer Engineering (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,Talent Acquisition,polymer engineering (new) | knowledge & skills | business | polymer | engineering,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
402,Power Electronics and Drives (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Power Electronics and Drives (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,Talent Acquisition,power electronics and drives (new) | knowledge & skills | business | power | electronics | drives,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
403,Power System Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Power System Engineering (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,Talent Acquisition,power system engineering (new) | knowledge & skills | business | power | system | engineering,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
404,Prism (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Prism (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/prism-new/,Talent Acquisition,prism (new) | knowledge & skills | business | prism,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
405,Production and Industrial Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,Manufacturing,True,False,,"Production and Industrial Engineering (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,Talent Acquisition,production and industrial engineering (new) | knowledge & skills | business | production | industrial | engineering,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_MFG_AUT_001|IND_MFG_IND_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
406,Production Engineering (New),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,Manufacturing,True,False,,"Production Engineering (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/production-engineering-new/,Talent Acquisition,production engineering (new) | knowledge & skills | business | production | engineering,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,IND_MFG_AUT_001|IND_MFG_IND_001,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
407,Programming Concepts,Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Programming Concepts is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/programming-concepts/,Talent Acquisition,programming concepts | knowledge & skills | information technology | programming | concepts,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
408,Project Management (2013),Individual Test,K,Knowledge & Skills,Business,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Project Management (2013) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Business roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/project-management-2013/,Talent Acquisition,project management (2013) | knowledge & skills | business | project | management | 2013,JF_BUS_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
409,Proofreading v1,Individual Test,K,Knowledge & Skills,Clerical,Entry-Level | Graduate | Manager | Mid-Professional,,True,False,,"Proofreading v1 is an individual SHL assessment measuring Knowledge & Skills. Suitable for Entry-Level, Graduate candidates in Clerical roles.",English (USA) | English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/proofreading-v1/,Talent Acquisition,proofreading v1 | knowledge & skills | clerical | proofreading,JF_CLR_001,JL_ENT_001|JL_GRD_001|JL_MGR_001|JL_MID_001,,SKL_SOFT_TMG_001|SKL_BUS_OPS_001|SKL_SOFT_COM_001,COG_LRN_001|COG_SPD_001,CL_OE_001|CL_SC_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
410,Python (New),Individual Test,K,Knowledge & Skills,Information Technology,Graduate | Manager | Mid-Professional | Professional Individual Contributor,,True,False,,"Python (New) is an individual SHL assessment measuring Knowledge & Skills. Suitable for Graduate, Manager candidates in Information Technology roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/python-new/,Talent Acquisition,python (new) | knowledge & skills | information technology | python,JF_IT_001,JL_GRD_001|JL_MGR_001|JL_MID_001|JL_PIC_001,,SKL_TECH_PY_001|SKL_TECH_SQL_001|SKL_DIG_LIT_001|SKL_TECH_CLD_001,COG_LRN_001|COG_SPD_001,CL_AI_001|CL_CC_001|CL_OE_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.75,MEDIUM,2.0,2026-03-01,,active,True,True,True
